Job Title,Company,Platform,Skill,Language,Location,Job Description,Job Type,Salary Range
Security Guard,Company_9841,Indeed,Content Writing,Gujarati,Madhya Pradesh,Looking for Security Guard in Madhya Pradesh with skills in Content Writing.,Part-time,29009 INR/month
NGO Worker,Company_9250,Indeed,Cooking,Gujarati,Maharashtra,Looking for NGO Worker in Maharashtra with skills in Cooking.,Full-time,12076 INR/month
Delivery Boy,Company_9629,Shine,Marketing,Telugu,Chhattisgarh,Looking for Delivery Boy in Chhattisgarh with skills in Marketing.,Full-time,27429 INR/month
Security Guard,Company_4085,Internshala,Marketing,Gujarati,Bihar,Looking for Security Guard in Bihar with skills in Marketing.,Full-time,12627 INR/month
Caregiver,Company_3699,Naukri,Health Awareness,English,Bihar,Looking for Caregiver in Bihar with skills in Health Awareness.,Part-time,26263 INR/month
Telecaller,Company_7824,Indeed,Call Handling,Hindi,Maharashtra,Looking for Telecaller in Maharashtra with skills in Call Handling.,Full-time,14326 INR/month
Packing Assistant,Company_5776,Shine,Grooming,Telugu,Uttar Pradesh,Looking for Packing Assistant in Uttar Pradesh with skills in Grooming.,Part-time,Negotiable
Beautician Assistant,Company_8965,Shine,Grooming,Gujarati,West Bengal,Looking for Beautician Assistant in West Bengal with skills in Grooming.,Full-time,27972 INR/month
Social Media Assistant,Company_3813,FreshersWorld,Health Awareness,Bengali,Maharashtra,Looking for Social Media Assistant in Maharashtra with skills in Health Awareness.,Full-time,22186 INR/month
Anganwadi Worker,Company_8469,Apna,Content Writing,Gujarati,Maharashtra,Looking for Anganwadi Worker in Maharashtra with skills in Content Writing.,Full-time,15268 INR/month
Security Guard,Company_3641,Internshala,Basic Accounting,Bengali,Rajasthan,Looking for Security Guard in Rajasthan with skills in Basic Accounting.,Part-time,Negotiable
Cook,Company_4022,Naukri,Marketing,Punjabi,West Bengal,Looking for Cook in West Bengal with skills in Marketing.,Part-time,20385 INR/month
Delivery Boy,Company_3663,Naukri,Time Management,Telugu,Chhattisgarh,Looking for Delivery Boy in Chhattisgarh with skills in Time Management.,Full-time,Negotiable
Tailor,Company_6246,WorkIndia,Social Media Promotion,Bengali,Haryana,Looking for Tailor in Haryana with skills in Social Media Promotion.,Part-time,27896 INR/month
Sales Girl,Company_5748,Shine,Packing,Punjabi,Haryana,Looking for Sales Girl in Haryana with skills in Packing.,Full-time,28799 INR/month
Telecaller,Company_1656,FreshersWorld,Cooking,English,Haryana,Looking for Telecaller in Haryana with skills in Cooking.,Part-time,20095 INR/month
Tailor,Company_6855,WorkIndia,Cleaning,Marathi,Haryana,Looking for Tailor in Haryana with skills in Cleaning.,Part-time,Negotiable
NGO Worker,Company_2369,Indeed,Teaching,Marathi,Uttar Pradesh,Looking for NGO Worker in Uttar Pradesh with skills in Teaching.,Full-time,12863 INR/month
Sales Girl,Company_9381,WorkIndia,Communication,Telugu,West Bengal,Looking for Sales Girl in West Bengal with skills in Communication.,Full-time,21831 INR/month
Caregiver,Company_7108,Naukri,Grooming,Gujarati,Uttarakhand,Looking for Caregiver in Uttarakhand with skills in Grooming.,Part-time,20095 INR/month
Social Media Assistant,Company_8249,JobHai,Communication,Telugu,Uttarakhand,Looking for Social Media Assistant in Uttarakhand with skills in Communication.,Part-time,23888 INR/month
Customer Support,Company_4404,Naukri,Caregiving,English,Rajasthan,Looking for Customer Support in Rajasthan with skills in Caregiving.,Part-time,27213 INR/month
Cook,Company_1108,JobHai,Caregiving,Tamil,Bihar,Looking for Cook in Bihar with skills in Caregiving.,Part-time,23582 INR/month
Online Tutor,Company_4047,FreshersWorld,Caregiving,Bengali,Madhya Pradesh,Looking for Online Tutor in Madhya Pradesh with skills in Caregiving.,Full-time,26075 INR/month
Housekeeper,Company_8593,Internshala,Caregiving,Punjabi,Haryana,Looking for Housekeeper in Haryana with skills in Caregiving.,Part-time,15047 INR/month
Health Worker (ASHA),Company_5713,Internshala,Packing,Telugu,Bihar,Looking for Health Worker (ASHA) in Bihar with skills in Packing.,Part-time,18019 INR/month
Tailor,Company_6927,JobHai,Teaching,Telugu,Bihar,Looking for Tailor in Bihar with skills in Teaching.,Full-time,18451 INR/month
Packing Assistant,Company_3668,JobHai,Time Management,Hindi,Maharashtra,Looking for Packing Assistant in Maharashtra with skills in Time Management.,Full-time,Negotiable
Social Media Assistant,Company_5467,Naukri,Time Management,Bengali,Uttar Pradesh,Looking for Social Media Assistant in Uttar Pradesh with skills in Time Management.,Part-time,21664 INR/month
Housekeeper,Company_4175,Internshala,Health Awareness,English,Chhattisgarh,Looking for Housekeeper in Chhattisgarh with skills in Health Awareness.,Full-time,Negotiable
Content Writer,Company_5932,Naukri,Listening,Gujarati,West Bengal,Looking for Content Writer in West Bengal with skills in Listening.,Part-time,21879 INR/month
Content Writer,Company_9489,Shine,Content Writing,Hindi,Rajasthan,Looking for Content Writer in Rajasthan with skills in Content Writing.,Part-time,23500 INR/month
Cook,Company_9247,Naukri,Data Entry,Marathi,Rajasthan,Looking for Cook in Rajasthan with skills in Data Entry.,Part-time,Negotiable
Security Guard,Company_2909,JobHai,Grooming,Telugu,Bihar,Looking for Security Guard in Bihar with skills in Grooming.,Full-time,25712 INR/month
Delivery Boy,Company_9570,Internshala,Time Management,Bengali,Haryana,Looking for Delivery Boy in Haryana with skills in Time Management.,Full-time,19983 INR/month
Tailor,Company_4712,JobHai,Customer Support,Bengali,Rajasthan,Looking for Tailor in Rajasthan with skills in Customer Support.,Part-time,12575 INR/month
Customer Support,Company_8065,JobHai,Basic Computer,Hindi,Haryana,Looking for Customer Support in Haryana with skills in Basic Computer.,Part-time,Negotiable
Sales Girl,Company_1709,Apna,Social Media Promotion,English,Maharashtra,Looking for Sales Girl in Maharashtra with skills in Social Media Promotion.,Part-time,13162 INR/month
Content Writer,Company_6759,Indeed,Caregiving,Marathi,Rajasthan,Looking for Content Writer in Rajasthan with skills in Caregiving.,Part-time,Negotiable
Health Worker (ASHA),Company_4962,Shine,Time Management,Bengali,Chhattisgarh,Looking for Health Worker (ASHA) in Chhattisgarh with skills in Time Management.,Full-time,Negotiable
Warehouse Helper,Company_5617,Apna,Call Handling,Marathi,Madhya Pradesh,Looking for Warehouse Helper in Madhya Pradesh with skills in Call Handling.,Part-time,10141 INR/month
Content Writer,Company_4033,Indeed,Call Handling,Telugu,West Bengal,Looking for Content Writer in West Bengal with skills in Call Handling.,Part-time,15926 INR/month
Delivery Boy,Company_4728,WorkIndia,Grooming,Marathi,Chhattisgarh,Looking for Delivery Boy in Chhattisgarh with skills in Grooming.,Part-time,20298 INR/month
Content Writer,Company_6918,FreshersWorld,Data Entry,Bengali,Haryana,Looking for Content Writer in Haryana with skills in Data Entry.,Full-time,11330 INR/month
Data Entry Operator,Company_5646,Shine,Social Media Promotion,English,Uttarakhand,Looking for Data Entry Operator in Uttarakhand with skills in Social Media Promotion.,Part-time,24547 INR/month
Beautician Assistant,Company_2140,WorkIndia,Health Awareness,Tamil,Madhya Pradesh,Looking for Beautician Assistant in Madhya Pradesh with skills in Health Awareness.,Full-time,22040 INR/month
Online Tutor,Company_8177,Apna,Social Media Promotion,English,Uttarakhand,Looking for Online Tutor in Uttarakhand with skills in Social Media Promotion.,Full-time,13906 INR/month
Telecaller,Company_2060,WorkIndia,Crafting,English,Rajasthan,Looking for Telecaller in Rajasthan with skills in Crafting.,Part-time,Negotiable
NGO Worker,Company_9177,WorkIndia,Data Entry,Marathi,Uttarakhand,Looking for NGO Worker in Uttarakhand with skills in Data Entry.,Part-time,29068 INR/month
Warehouse Helper,Company_8795,Internshala,Packing,Tamil,West Bengal,Looking for Warehouse Helper in West Bengal with skills in Packing.,Full-time,25877 INR/month
Sales Girl,Company_3001,Internshala,Content Writing,Telugu,Bihar,Looking for Sales Girl in Bihar with skills in Content Writing.,Part-time,14410 INR/month
Tailor,Company_1438,JobHai,Sewing,English,Haryana,Looking for Tailor in Haryana with skills in Sewing.,Full-time,20713 INR/month
Telecaller,Company_9518,Internshala,Cleaning,English,Bihar,Looking for Telecaller in Bihar with skills in Cleaning.,Full-time,16616 INR/month
Anganwadi Worker,Company_6629,FreshersWorld,Social Media Promotion,Punjabi,Chhattisgarh,Looking for Anganwadi Worker in Chhattisgarh with skills in Social Media Promotion.,Full-time,10579 INR/month
Housekeeper,Company_6153,WorkIndia,Data Entry,Tamil,Haryana,Looking for Housekeeper in Haryana with skills in Data Entry.,Full-time,11179 INR/month
Housekeeper,Company_9052,Naukri,Listening,Punjabi,Rajasthan,Looking for Housekeeper in Rajasthan with skills in Listening.,Part-time,22749 INR/month
Packing Assistant,Company_9837,JobHai,Caregiving,Telugu,Chhattisgarh,Looking for Packing Assistant in Chhattisgarh with skills in Caregiving.,Full-time,15121 INR/month
Sales Girl,Company_7189,Apna,Crafting,Punjabi,Haryana,Looking for Sales Girl in Haryana with skills in Crafting.,Full-time,19320 INR/month
Cook,Company_7003,Apna,Tailoring,Hindi,Rajasthan,Looking for Cook in Rajasthan with skills in Tailoring.,Part-time,10881 INR/month
Cook,Company_6855,WorkIndia,Data Entry,Tamil,West Bengal,Looking for Cook in West Bengal with skills in Data Entry.,Part-time,Negotiable
Beautician Assistant,Company_2073,Indeed,Customer Support,Punjabi,Bihar,Looking for Beautician Assistant in Bihar with skills in Customer Support.,Full-time,Negotiable
Online Tutor,Company_8551,Apna,Listening,Gujarati,Uttar Pradesh,Looking for Online Tutor in Uttar Pradesh with skills in Listening.,Full-time,26867 INR/month
Customer Support,Company_6185,Internshala,Tailoring,Telugu,Uttar Pradesh,Looking for Customer Support in Uttar Pradesh with skills in Tailoring.,Part-time,28760 INR/month
Content Writer,Company_9138,FreshersWorld,Data Entry,Marathi,West Bengal,Looking for Content Writer in West Bengal with skills in Data Entry.,Full-time,21126 INR/month
Online Tutor,Company_9142,Internshala,Time Management,Tamil,Madhya Pradesh,Looking for Online Tutor in Madhya Pradesh with skills in Time Management.,Full-time,12468 INR/month
Security Guard,Company_5871,Indeed,Health Awareness,Punjabi,Uttar Pradesh,Looking for Security Guard in Uttar Pradesh with skills in Health Awareness.,Full-time,17401 INR/month
Data Entry Operator,Company_2102,JobHai,Caregiving,Gujarati,Maharashtra,Looking for Data Entry Operator in Maharashtra with skills in Caregiving.,Full-time,23995 INR/month
NGO Worker,Company_5913,Shine,Basic Computer,Punjabi,Chhattisgarh,Looking for NGO Worker in Chhattisgarh with skills in Basic Computer.,Part-time,16556 INR/month
Customer Support,Company_3958,WorkIndia,Teaching,Telugu,Chhattisgarh,Looking for Customer Support in Chhattisgarh with skills in Teaching.,Full-time,26915 INR/month
Online Tutor,Company_9728,FreshersWorld,Communication,Telugu,Maharashtra,Looking for Online Tutor in Maharashtra with skills in Communication.,Full-time,24212 INR/month
Warehouse Helper,Company_8577,Apna,Call Handling,Marathi,West Bengal,Looking for Warehouse Helper in West Bengal with skills in Call Handling.,Part-time,Negotiable
Anganwadi Worker,Company_4335,WorkIndia,Grooming,Gujarati,Bihar,Looking for Anganwadi Worker in Bihar with skills in Grooming.,Full-time,19405 INR/month
Online Tutor,Company_4907,Internshala,Cleaning,Marathi,Uttarakhand,Looking for Online Tutor in Uttarakhand with skills in Cleaning.,Part-time,Negotiable
Beautician Assistant,Company_8145,Internshala,Marketing,Telugu,Chhattisgarh,Looking for Beautician Assistant in Chhattisgarh with skills in Marketing.,Part-time,16618 INR/month
Online Tutor,Company_5551,Internshala,Content Writing,Hindi,Maharashtra,Looking for Online Tutor in Maharashtra with skills in Content Writing.,Full-time,Negotiable
Housekeeper,Company_6143,FreshersWorld,Tailoring,Hindi,Bihar,Looking for Housekeeper in Bihar with skills in Tailoring.,Full-time,23336 INR/month
Delivery Boy,Company_2833,JobHai,Crafting,Bengali,Madhya Pradesh,Looking for Delivery Boy in Madhya Pradesh with skills in Crafting.,Full-time,13953 INR/month
Sales Girl,Company_3003,Internshala,Social Media Promotion,English,Madhya Pradesh,Looking for Sales Girl in Madhya Pradesh with skills in Social Media Promotion.,Full-time,29147 INR/month
Caregiver,Company_2750,Indeed,Grooming,Marathi,Rajasthan,Looking for Caregiver in Rajasthan with skills in Grooming.,Part-time,24400 INR/month
Customer Support,Company_9740,Internshala,Caregiving,Hindi,Haryana,Looking for Customer Support in Haryana with skills in Caregiving.,Part-time,20370 INR/month
Security Guard,Company_3374,WorkIndia,Social Media Promotion,Marathi,Maharashtra,Looking for Security Guard in Maharashtra with skills in Social Media Promotion.,Part-time,20098 INR/month
Tailor,Company_7302,Apna,Sewing,Marathi,Maharashtra,Looking for Tailor in Maharashtra with skills in Sewing.,Part-time,21890 INR/month
Content Writer,Company_7438,Indeed,Marketing,Tamil,Uttar Pradesh,Looking for Content Writer in Uttar Pradesh with skills in Marketing.,Full-time,19859 INR/month
Data Entry Operator,Company_8190,Indeed,Health Awareness,Marathi,Rajasthan,Looking for Data Entry Operator in Rajasthan with skills in Health Awareness.,Full-time,23313 INR/month
Housekeeper,Company_7765,Internshala,Basic Computer,Telugu,Haryana,Looking for Housekeeper in Haryana with skills in Basic Computer.,Full-time,23840 INR/month
Content Writer,Company_7895,Naukri,Teaching,English,West Bengal,Looking for Content Writer in West Bengal with skills in Teaching.,Full-time,20707 INR/month
Social Media Assistant,Company_3229,Apna,Sewing,Bengali,Haryana,Looking for Social Media Assistant in Haryana with skills in Sewing.,Part-time,20012 INR/month
Cook,Company_9460,JobHai,Data Entry,Bengali,Madhya Pradesh,Looking for Cook in Madhya Pradesh with skills in Data Entry.,Full-time,14262 INR/month
Customer Support,Company_5270,Shine,Marketing,Telugu,Rajasthan,Looking for Customer Support in Rajasthan with skills in Marketing.,Part-time,20734 INR/month
Anganwadi Worker,Company_3980,Indeed,Basic Computer,Tamil,West Bengal,Looking for Anganwadi Worker in West Bengal with skills in Basic Computer.,Part-time,28690 INR/month
Beautician Assistant,Company_8576,Apna,Tailoring,Marathi,Bihar,Looking for Beautician Assistant in Bihar with skills in Tailoring.,Part-time,15529 INR/month
Housekeeper,Company_3445,WorkIndia,Cleaning,Tamil,Maharashtra,Looking for Housekeeper in Maharashtra with skills in Cleaning.,Part-time,28587 INR/month
Content Writer,Company_9096,Apna,Call Handling,Tamil,Haryana,Looking for Content Writer in Haryana with skills in Call Handling.,Part-time,16243 INR/month
Health Worker (ASHA),Company_8066,Internshala,Social Media Promotion,Tamil,Rajasthan,Looking for Health Worker (ASHA) in Rajasthan with skills in Social Media Promotion.,Full-time,19272 INR/month
NGO Worker,Company_1471,WorkIndia,Basic Accounting,Tamil,Rajasthan,Looking for NGO Worker in Rajasthan with skills in Basic Accounting.,Part-time,24777 INR/month
Beautician Assistant,Company_1169,Shine,Caregiving,Telugu,Bihar,Looking for Beautician Assistant in Bihar with skills in Caregiving.,Part-time,23027 INR/month
NGO Worker,Company_2561,WorkIndia,Grooming,Punjabi,Bihar,Looking for NGO Worker in Bihar with skills in Grooming.,Full-time,Negotiable
Beautician Assistant,Company_5155,FreshersWorld,Time Management,Hindi,Uttar Pradesh,Looking for Beautician Assistant in Uttar Pradesh with skills in Time Management.,Full-time,22933 INR/month
Delivery Boy,Company_5264,Naukri,Listening,Hindi,Rajasthan,Looking for Delivery Boy in Rajasthan with skills in Listening.,Part-time,21114 INR/month
Social Media Assistant,Company_8093,Naukri,Basic Computer,Gujarati,Chhattisgarh,Looking for Social Media Assistant in Chhattisgarh with skills in Basic Computer.,Part-time,Negotiable
Housekeeper,Company_8046,Naukri,Social Media Promotion,Punjabi,West Bengal,Looking for Housekeeper in West Bengal with skills in Social Media Promotion.,Part-time,18642 INR/month
Sales Girl,Company_9049,Shine,Grooming,Bengali,West Bengal,Looking for Sales Girl in West Bengal with skills in Grooming.,Full-time,Negotiable
Social Media Assistant,Company_4766,Apna,Communication,Bengali,Uttar Pradesh,Looking for Social Media Assistant in Uttar Pradesh with skills in Communication.,Part-time,15359 INR/month
Social Media Assistant,Company_8233,WorkIndia,Data Entry,Telugu,Uttar Pradesh,Looking for Social Media Assistant in Uttar Pradesh with skills in Data Entry.,Part-time,25899 INR/month
Social Media Assistant,Company_6727,FreshersWorld,Data Entry,Bengali,Bihar,Looking for Social Media Assistant in Bihar with skills in Data Entry.,Part-time,15919 INR/month
Online Tutor,Company_9618,Internshala,Caregiving,Marathi,Uttar Pradesh,Looking for Online Tutor in Uttar Pradesh with skills in Caregiving.,Full-time,Negotiable
Data Entry Operator,Company_1425,Indeed,Social Media Promotion,English,West Bengal,Looking for Data Entry Operator in West Bengal with skills in Social Media Promotion.,Part-time,13997 INR/month
Caregiver,Company_3519,Shine,Caregiving,English,West Bengal,Looking for Caregiver in West Bengal with skills in Caregiving.,Part-time,25723 INR/month
Social Media Assistant,Company_1718,Internshala,Cleaning,Hindi,West Bengal,Looking for Social Media Assistant in West Bengal with skills in Cleaning.,Full-time,20646 INR/month
Warehouse Helper,Company_6294,Naukri,Communication,Hindi,Maharashtra,Looking for Warehouse Helper in Maharashtra with skills in Communication.,Full-time,27929 INR/month
Caregiver,Company_4933,JobHai,Crafting,Punjabi,Rajasthan,Looking for Caregiver in Rajasthan with skills in Crafting.,Full-time,12922 INR/month
Tailor,Company_5668,Indeed,Basic Accounting,Tamil,Uttarakhand,Looking for Tailor in Uttarakhand with skills in Basic Accounting.,Full-time,15050 INR/month
Content Writer,Company_3151,Internshala,Social Media Promotion,Tamil,Maharashtra,Looking for Content Writer in Maharashtra with skills in Social Media Promotion.,Part-time,Negotiable
Delivery Boy,Company_8805,Indeed,Social Media Promotion,Telugu,Uttarakhand,Looking for Delivery Boy in Uttarakhand with skills in Social Media Promotion.,Part-time,12956 INR/month
Customer Support,Company_7979,Shine,Cleaning,Bengali,Uttarakhand,Looking for Customer Support in Uttarakhand with skills in Cleaning.,Part-time,25188 INR/month
Beautician Assistant,Company_8671,Naukri,Social Media Promotion,English,Maharashtra,Looking for Beautician Assistant in Maharashtra with skills in Social Media Promotion.,Part-time,25650 INR/month
Anganwadi Worker,Company_9570,Naukri,Content Writing,Punjabi,Madhya Pradesh,Looking for Anganwadi Worker in Madhya Pradesh with skills in Content Writing.,Part-time,28054 INR/month
Data Entry Operator,Company_7961,Apna,Call Handling,English,Chhattisgarh,Looking for Data Entry Operator in Chhattisgarh with skills in Call Handling.,Part-time,28627 INR/month
Health Worker (ASHA),Company_1266,Shine,Teaching,English,Chhattisgarh,Looking for Health Worker (ASHA) in Chhattisgarh with skills in Teaching.,Part-time,15883 INR/month
Online Tutor,Company_5876,WorkIndia,Sewing,English,Uttarakhand,Looking for Online Tutor in Uttarakhand with skills in Sewing.,Part-time,24743 INR/month
Health Worker (ASHA),Company_2281,Shine,Basic Accounting,Marathi,Rajasthan,Looking for Health Worker (ASHA) in Rajasthan with skills in Basic Accounting.,Full-time,13484 INR/month
Customer Support,Company_1217,Apna,Tailoring,Tamil,Bihar,Looking for Customer Support in Bihar with skills in Tailoring.,Part-time,23274 INR/month
Packing Assistant,Company_5958,Internshala,Cleaning,Gujarati,Uttarakhand,Looking for Packing Assistant in Uttarakhand with skills in Cleaning.,Part-time,Negotiable
NGO Worker,Company_4428,JobHai,Tailoring,Marathi,Uttar Pradesh,Looking for NGO Worker in Uttar Pradesh with skills in Tailoring.,Part-time,Negotiable
Beautician Assistant,Company_5930,WorkIndia,Packing,Marathi,Bihar,Looking for Beautician Assistant in Bihar with skills in Packing.,Full-time,Negotiable
Customer Support,Company_8295,Apna,Data Entry,Bengali,Rajasthan,Looking for Customer Support in Rajasthan with skills in Data Entry.,Full-time,24729 INR/month
Warehouse Helper,Company_1834,Indeed,Communication,Punjabi,Uttarakhand,Looking for Warehouse Helper in Uttarakhand with skills in Communication.,Part-time,Negotiable
Customer Support,Company_8987,WorkIndia,Social Media Promotion,Punjabi,Uttar Pradesh,Looking for Customer Support in Uttar Pradesh with skills in Social Media Promotion.,Part-time,25987 INR/month
Beautician Assistant,Company_6174,Apna,Call Handling,Hindi,Uttarakhand,Looking for Beautician Assistant in Uttarakhand with skills in Call Handling.,Full-time,23668 INR/month
Packing Assistant,Company_8147,JobHai,Social Media Promotion,Gujarati,Haryana,Looking for Packing Assistant in Haryana with skills in Social Media Promotion.,Part-time,16298 INR/month
Packing Assistant,Company_4599,Shine,Marketing,Marathi,Chhattisgarh,Looking for Packing Assistant in Chhattisgarh with skills in Marketing.,Full-time,29729 INR/month
Social Media Assistant,Company_6902,Naukri,Health Awareness,Tamil,Uttarakhand,Looking for Social Media Assistant in Uttarakhand with skills in Health Awareness.,Full-time,15309 INR/month
NGO Worker,Company_3839,Internshala,Basic Computer,Telugu,Rajasthan,Looking for NGO Worker in Rajasthan with skills in Basic Computer.,Part-time,13306 INR/month
Customer Support,Company_1770,FreshersWorld,Health Awareness,Marathi,Madhya Pradesh,Looking for Customer Support in Madhya Pradesh with skills in Health Awareness.,Full-time,18546 INR/month
Delivery Boy,Company_6533,Naukri,Basic Accounting,Hindi,Bihar,Looking for Delivery Boy in Bihar with skills in Basic Accounting.,Part-time,13954 INR/month
Security Guard,Company_6820,Indeed,Social Media Promotion,Punjabi,West Bengal,Looking for Security Guard in West Bengal with skills in Social Media Promotion.,Full-time,28252 INR/month
Health Worker (ASHA),Company_8173,Naukri,Call Handling,English,Uttar Pradesh,Looking for Health Worker (ASHA) in Uttar Pradesh with skills in Call Handling.,Full-time,13634 INR/month
Content Writer,Company_2727,JobHai,Listening,Hindi,Chhattisgarh,Looking for Content Writer in Chhattisgarh with skills in Listening.,Part-time,Negotiable
NGO Worker,Company_9288,Shine,Basic Accounting,Punjabi,Haryana,Looking for NGO Worker in Haryana with skills in Basic Accounting.,Part-time,15055 INR/month
Delivery Boy,Company_8194,Shine,Content Writing,English,Madhya Pradesh,Looking for Delivery Boy in Madhya Pradesh with skills in Content Writing.,Full-time,10215 INR/month
Beautician Assistant,Company_3805,FreshersWorld,Cooking,Punjabi,Chhattisgarh,Looking for Beautician Assistant in Chhattisgarh with skills in Cooking.,Part-time,23599 INR/month
Delivery Boy,Company_3260,Indeed,Content Writing,Tamil,Madhya Pradesh,Looking for Delivery Boy in Madhya Pradesh with skills in Content Writing.,Full-time,23412 INR/month
Social Media Assistant,Company_1162,Shine,Tailoring,Telugu,Rajasthan,Looking for Social Media Assistant in Rajasthan with skills in Tailoring.,Full-time,12280 INR/month
Data Entry Operator,Company_8111,Shine,Cooking,Tamil,Rajasthan,Looking for Data Entry Operator in Rajasthan with skills in Cooking.,Part-time,14946 INR/month
Warehouse Helper,Company_7586,Apna,Packing,Punjabi,Uttarakhand,Looking for Warehouse Helper in Uttarakhand with skills in Packing.,Full-time,19972 INR/month
Cook,Company_3406,Shine,Tailoring,Punjabi,Chhattisgarh,Looking for Cook in Chhattisgarh with skills in Tailoring.,Full-time,16721 INR/month
Security Guard,Company_5940,FreshersWorld,Time Management,Tamil,Madhya Pradesh,Looking for Security Guard in Madhya Pradesh with skills in Time Management.,Part-time,22779 INR/month
Telecaller,Company_6115,Internshala,Communication,English,Chhattisgarh,Looking for Telecaller in Chhattisgarh with skills in Communication.,Full-time,15243 INR/month
Tailor,Company_5979,Apna,Listening,Punjabi,Madhya Pradesh,Looking for Tailor in Madhya Pradesh with skills in Listening.,Full-time,13618 INR/month
Housekeeper,Company_1782,Shine,Teaching,Gujarati,Bihar,Looking for Housekeeper in Bihar with skills in Teaching.,Full-time,24704 INR/month
Anganwadi Worker,Company_9737,Apna,Marketing,Gujarati,Madhya Pradesh,Looking for Anganwadi Worker in Madhya Pradesh with skills in Marketing.,Full-time,19804 INR/month
Anganwadi Worker,Company_6371,Naukri,Crafting,Marathi,Bihar,Looking for Anganwadi Worker in Bihar with skills in Crafting.,Full-time,Negotiable
Delivery Boy,Company_7751,FreshersWorld,Data Entry,Bengali,Uttarakhand,Looking for Delivery Boy in Uttarakhand with skills in Data Entry.,Part-time,Negotiable
Telecaller,Company_7050,FreshersWorld,Communication,Telugu,Bihar,Looking for Telecaller in Bihar with skills in Communication.,Full-time,28316 INR/month
Sales Girl,Company_8210,WorkIndia,Teaching,Telugu,Uttarakhand,Looking for Sales Girl in Uttarakhand with skills in Teaching.,Full-time,23661 INR/month
Online Tutor,Company_8499,Naukri,Call Handling,Bengali,Haryana,Looking for Online Tutor in Haryana with skills in Call Handling.,Part-time,27338 INR/month
Content Writer,Company_3569,Indeed,Marketing,Telugu,Uttar Pradesh,Looking for Content Writer in Uttar Pradesh with skills in Marketing.,Full-time,13891 INR/month
Customer Support,Company_1659,JobHai,Data Entry,Gujarati,Maharashtra,Looking for Customer Support in Maharashtra with skills in Data Entry.,Full-time,Negotiable
Anganwadi Worker,Company_1458,Shine,Health Awareness,Punjabi,Haryana,Looking for Anganwadi Worker in Haryana with skills in Health Awareness.,Full-time,Negotiable
Warehouse Helper,Company_4532,WorkIndia,Sewing,Punjabi,Maharashtra,Looking for Warehouse Helper in Maharashtra with skills in Sewing.,Part-time,10068 INR/month
Content Writer,Company_8883,Shine,Basic Computer,Hindi,Uttarakhand,Looking for Content Writer in Uttarakhand with skills in Basic Computer.,Full-time,21069 INR/month
Caregiver,Company_9270,FreshersWorld,Cleaning,Bengali,Rajasthan,Looking for Caregiver in Rajasthan with skills in Cleaning.,Full-time,24715 INR/month
Telecaller,Company_4814,Shine,Basic Computer,Tamil,Uttarakhand,Looking for Telecaller in Uttarakhand with skills in Basic Computer.,Full-time,11501 INR/month
Social Media Assistant,Company_1406,Internshala,Packing,English,Rajasthan,Looking for Social Media Assistant in Rajasthan with skills in Packing.,Full-time,20120 INR/month
Security Guard,Company_9877,JobHai,Packing,English,Madhya Pradesh,Looking for Security Guard in Madhya Pradesh with skills in Packing.,Full-time,Negotiable
Warehouse Helper,Company_9713,Indeed,Social Media Promotion,Hindi,Bihar,Looking for Warehouse Helper in Bihar with skills in Social Media Promotion.,Part-time,Negotiable
NGO Worker,Company_9741,Indeed,Caregiving,Telugu,Bihar,Looking for NGO Worker in Bihar with skills in Caregiving.,Full-time,11474 INR/month
Packing Assistant,Company_7798,Apna,Cooking,Tamil,Rajasthan,Looking for Packing Assistant in Rajasthan with skills in Cooking.,Part-time,22517 INR/month
Health Worker (ASHA),Company_3755,JobHai,Data Entry,English,Chhattisgarh,Looking for Health Worker (ASHA) in Chhattisgarh with skills in Data Entry.,Part-time,Negotiable
Data Entry Operator,Company_1965,Naukri,Health Awareness,Tamil,Rajasthan,Looking for Data Entry Operator in Rajasthan with skills in Health Awareness.,Full-time,10890 INR/month
Housekeeper,Company_3334,Internshala,Crafting,English,West Bengal,Looking for Housekeeper in West Bengal with skills in Crafting.,Part-time,22304 INR/month
Content Writer,Company_9076,Apna,Communication,Marathi,Madhya Pradesh,Looking for Content Writer in Madhya Pradesh with skills in Communication.,Full-time,13770 INR/month
Health Worker (ASHA),Company_7669,Apna,Cooking,Telugu,Chhattisgarh,Looking for Health Worker (ASHA) in Chhattisgarh with skills in Cooking.,Part-time,Negotiable
Beautician Assistant,Company_3057,Apna,Teaching,English,Madhya Pradesh,Looking for Beautician Assistant in Madhya Pradesh with skills in Teaching.,Part-time,12749 INR/month
Sales Girl,Company_3755,Indeed,Content Writing,Gujarati,Chhattisgarh,Looking for Sales Girl in Chhattisgarh with skills in Content Writing.,Full-time,23885 INR/month
Security Guard,Company_5739,FreshersWorld,Sewing,Hindi,Haryana,Looking for Security Guard in Haryana with skills in Sewing.,Full-time,Negotiable
Housekeeper,Company_6757,FreshersWorld,Teaching,Punjabi,Uttarakhand,Looking for Housekeeper in Uttarakhand with skills in Teaching.,Full-time,26722 INR/month
Anganwadi Worker,Company_2469,Apna,Basic Accounting,English,Maharashtra,Looking for Anganwadi Worker in Maharashtra with skills in Basic Accounting.,Part-time,Negotiable
Telecaller,Company_6215,Internshala,Grooming,Marathi,Chhattisgarh,Looking for Telecaller in Chhattisgarh with skills in Grooming.,Full-time,18564 INR/month
